Profit,Transaction ID,Product ID,Date,Brand,Product Line,Product Class,Size,Customer ID,Address,Postcode,State,Property Value
690.49,17614,21,11-09-2017,Solex,Standard,medium,large,1190,1 Merrick Parkway,2830,NSW,2
827.16,17615,74,07-03-2017,WeareA2B,Standard,medium,medium,307,93 Lawn Park,3152,VIC,9
451.65,17616,5,16-08-2017,Giant Bicycles,Standard,high,medium,1788,67 Hooker Place,2380,NSW,5
167.21,17617,67,12-05-2017,Norco Bicycles,Road,medium,medium,2289,09356 Badeau Drive,3630,VIC,1
456.45,17618,99,09-04-2017,OHM Cycles,Standard,medium,medium,3146,07084 Mallory Center,2428,NSW,5
195.34,17619,11,31-03-2017,Trek Bicycles,Standard,medium,small,2132,7518 Canary Parkway,2145,NSW,9
143.36,17620,98,10-08-2017,Trek Bicycles,Standard,high,medium,1976,986 Hollow Ridge Crossing,3821,VIC,7
737.57,17621,79,06-08-2017,Norco Bicycles,Standard,medium,medium,709,4222 Porter Lane,3136,VIC,9
1305.25,17622,89,11-05-2017,WeareA2B,Touring,medium,large,445,41 Ronald Regan Center,3008,VIC,5
737.57,17623,43,23-06-2017,Norco Bicycles,Standard,medium,medium,3323,15991 Saint Paul Road,4213,QLD,7
574.62,17624,13,15-06-2017,Solex,Standard,medium,medium,919,55 Daystar Court,2234,NSW,10
448.68,17625,1,13-09-2017,Giant Bicycles,Standard,medium,medium,2534,025 Knutson Terrace,2350,NSW,3
110.81,17626,0,22-04-2017,Trek Bicycles,Standard,medium,medium,3265,7 Pepper Wood Crossing,3038,VIC,8
1215.34,17627,36,12-01-2017,Solex,Standard,low,medium,598,945 Hayes Park,2075,NSW,12
1028.76,17628,65,10-06-2017,WeareA2B,Standard,medium,medium,992,45 Hazelcrest Junction,3073,VIC,9
1028.76,17629,65,27-04-2017,WeareA2B,Standard,medium,medium,953,97 Aberg Pass,4720,QLD,1
751.02,17630,38,11-11-2017,Solex,Standard,medium,medium,669,48 Warbler Road,4053,QLD,7
129.01,17631,96,08-09-2017,WeareA2B,Road,low,small,1168,42739 Moose Pass,3442,VIC,8
1069.55,17632,12,13-09-2017,WeareA2B,Standard,medium,medium,2820,68 Roth Crossing,2295,NSW,8
903.11,17633,27,13-12-2017,Trek Bicycles,Standard,low,medium,2859,3519 Schurz Alley,4034,QLD,7
90.1,17634,72,17-07-2017,Norco Bicycles,Standard,medium,medium,1313,72 Shasta Plaza,4152,QLD,4
309.81,17635,34,29-03-2017,Norco Bicycles,Road,high,large,2939,72 Buell Pass,2200,NSW,9
693.76,17636,98,18-09-2017,OHM Cycles,Standard,medium,medium,1729,25253 Straubel Trail,2153,NSW,10
198.22,17637,69,11-10-2017,Giant Bicycles,Road,medium,medium,1050,2354 Forster Road,2131,NSW,11
509.97,17638,11,10-05-2017,Giant Bicycles,Standard,high,medium,1822,4365 Basil Junction,2539,NSW,7
198.29,17639,0,03-12-2017,Trek Bicycles,Standard,high,medium,13,2 Sutherland Street,3799,VIC,6
1630.25,17640,57,26-11-2017,WeareA2B,Touring,medium,large,719,14254 Hallows Parkway,4615,QLD,1
709.34,17641,25,06-06-2017,Giant Bicycles,Road,medium,medium,2026,9 Melvin Drive,2144,NSW,7
771.12,17642,72,29-05-2017,OHM Cycles,Standard,medium,medium,3485,22976 Moose Place,2620,NSW,8
431.33,17643,32,05-11-2017,Giant Bicycles,Standard,medium,medium,388,3788 Service Trail,3805,VIC,8
64.930000000,17644,66,19-01-2017,Giant Bicycles,Road,low,small,951,7 Starling Crossing,2570,NSW,9
90.1,17645,72,06-02-2017,Norco Bicycles,Standard,medium,medium,1943,40 New Castle Avenue,2043,NSW,11
812.44,17646,74,03-05-2017,WeareA2B,Standard,medium,medium,1588,7032 Hallows Drive,2126,NSW,11
17.87,17647,0,25-04-2017,Solex,Standard,medium,medium,1798,93 Lakeland Court,3810,VIC,6
409.86,17648,17,28-05-2017,Solex,Standard,high,medium,2513,6534 New Castle Plaza,2033,NSW,12
57.73,17649,0,23-12-2017,Giant Bicycles,Standard,medium,medium,637,9427 Tennyson Plaza,2759,NSW,8
450.77,17650,52,25-09-2017,OHM Cycles,Road,medium,medium,3240,3 Pepper Wood Point,2760,NSW,8
152.55,17651,14,07-08-2017,Trek Bicycles,Standard,medium,small,2740,28820 Monica Circle,2226,NSW,7
129.01,17652,76,07-04-2017,WeareA2B,Road,low,small,1998,6 Rockefeller Pass,3075,VIC,7
309.81,17653,86,05-11-2017,Norco Bicycles,Road,high,large,2942,5060 Donald Park,2539,NSW,5
445.21,17654,69,29-04-2017,Norco Bicycles,Road,medium,large,578,4 Carioca Way,3182,VIC,10
1230.3,17655,26,10-10-2017,WeareA2B,Standard,medium,medium,1782,162 Golf View Hill,2011,NSW,6
43.97,17656,50,18-02-2017,WeareA2B,Standard,medium,small,1651,81942 Scott Street,2066,NSW,10
91.15,17657,6,16-05-2017,OHM Cycles,Standard,high,medium,2835,72297 Sutherland Junction,2560,NSW,8
1069.55,17658,34,01-03-2017,WeareA2B,Standard,medium,medium,552,58 Maywood Place,2750,NSW,9
1028.76,17659,65,22-06-2017,WeareA2B,Standard,medium,medium,2464,3126 Butterfield Pass,2573,NSW,8
1069.55,17660,12,01-04-2017,WeareA2B,Standard,medium,medium,1837,46512 Cambridge Avenue,2759,NSW,8
1028.76,17661,54,16-06-2017,WeareA2B,Standard,medium,medium,1647,73363 Butterfield Crossing,4567,QLD,9
327.98,17662,59,17-02-2017,Solex,Standard,medium,large,2268,9574 David Lane,3218,VIC,8
709.34,17663,82,12-03-2017,Giant Bicycles,Road,medium,medium,1094,06 Heffernan Junction,4074,QLD,7
1230.27,17664,39,01-11-2017,Giant Bicycles,Standard,medium,large,2289,09356 Badeau Drive,3630,VIC,1
43.97,17665,50,17-09-2017,WeareA2B,Standard,medium,small,3240,3 Pepper Wood Point,2760,NSW,8
1702.55,17666,3,06-02-2017,Trek Bicycles,Standard,medium,large,48,22125 Ramsey Drive,3198,VIC,9
1055.82,17667,12,25-11-2017,Giant Bicycles,Standard,medium,large,1042,094 Green Road,2216,NSW,11
187.39,17668,8,19-06-2017,Solex,Road,medium,small,2469,49 Talmadge Trail,2036,NSW,11
187.39,17669,8,15-10-2017,Solex,Road,medium,small,130,58 Helena Hill,2205,NSW,7
1295.43,17670,55,09-11-2017,Trek Bicycles,Road,medium,large,2269,1 Del Sol Center,2323,NSW,3
1215.34,17671,46,18-12-2017,Solex,Standard,low,medium,2470,6247 Crest Line Terrace,2250,NSW,8
1295.43,17672,55,29-05-2017,Trek Bicycles,Road,medium,large,1542,243 Mosinee Place,2155,NSW,10
91.15,17673,6,04-06-2017,OHM Cycles,Standard,high,medium,1784,07 Miller Pass,2017,NSW,9
104.24,17674,41,18-08-2017,Solex,Road,medium,medium,440,1693 Artisan Hill,2259,NSW,6
502.47,17675,43,02-07-2017,Solex,Standard,medium,medium,1133,7674 Roxbury Junction,4815,QLD,4
155.65,17676,92,18-11-2017,WeareA2B,Standard,medium,small,1848,01714 Claremont Center,2474,NSW,3
812.44,17677,74,23-09-2017,WeareA2B,Standard,medium,medium,230,4 5th Point,2075,NSW,11
17.87,17678,0,22-09-2017,Solex,Standard,medium,medium,1323,98791 Johnson Way,4053,QLD,7
144.26,17679,33,06-09-2017,Giant Bicycles,Standard,medium,small,3454,393 Dexter Junction,4151,QLD,9
641.64,17680,94,07-10-2017,Giant Bicycles,Standard,medium,large,1389,5586 Buena Vista Avenue,3106,VIC,10
179.44,17681,62,07-04-2017,Solex,Standard,medium,medium,2985,3 Mariners Cove Terrace,2216,NSW,10
1069.55,17682,12,17-05-2017,WeareA2B,Standard,medium,medium,3219,423 Mcbride Place,2477,NSW,7
299.27,17683,30,19-07-2017,Solex,Standard,high,medium,445,41 Ronald Regan Center,3008,VIC,5
1215.34,17684,46,23-02-2017,Solex,Standard,low,medium,135,9674 Graceland Junction,3201,VIC,6
144.26,17685,33,16-02-2017,Giant Bicycles,Standard,medium,small,3330,75106 Oriole Junction,2030,NSW,12
456.45,17686,99,04-11-2017,OHM Cycles,Standard,medium,medium,984,7380 Canary Pass,3111,VIC,7
72.6,17687,90,13-11-2017,Norco Bicycles,Standard,low,medium,241,39988 Porter Pass,4152,QLD,7
817.36,17688,23,02-07-2017,Norco Bicycles,Standard,medium,medium,2210,2 Goodland Lane,3977,VIC,5
45.96,17689,56,16-09-2017,OHM Cycles,Standard,medium,medium,2889,37595 Packers Terrace,3064,VIC,5
91.15,17690,0,05-03-2017,OHM Cycles,Standard,high,medium,449,261 Northport Lane,2567,NSW,7
75.48,17691,84,31-08-2017,Trek Bicycles,Road,medium,medium,562,311 Chive Way,4680,QLD,3
91.15,17692,6,22-04-2017,OHM Cycles,Standard,high,medium,2608,28634 Nova Circle,3127,VIC,12
143.82,17693,18,12-12-2017,Solex,Standard,medium,medium,1078,356 Petterle Way,2193,NSW,9
217.51,17694,60,24-08-2017,Giant Bicycles,Standard,high,small,1202,0 Kedzie Junction,2155,NSW,10
1305.25,17695,17,08-12-2017,WeareA2B,Touring,medium,large,59,413 Mayer Street,2046,NSW,9
129.01,17696,76,28-07-2017,WeareA2B,Road,low,small,2875,2241 Bonner Trail,4221,QLD,9
547.28,17697,31,08-12-2017,WeareA2B,Standard,medium,medium,1721,0 Graedel Drive,4817,QLD,4
802.26,17699,51,09-07-2017,OHM Cycles,Standard,high,medium,1547,68 Delaware Avenue,2768,NSW,10
1069.55,17700,12,24-04-2017,WeareA2B,Standard,medium,medium,3369,7234 Dawn Alley,4670,QLD,1
690.49,17701,21,06-10-2017,Solex,Standard,medium,large,39,38726 Ilene Crossing,2212,NSW,10
1702.55,17702,3,04-10-2017,Trek Bicycles,Standard,medium,large,3368,2 Roxbury Place,2564,NSW,8
1408.91,17703,79,30-04-2017,Solex,Touring,medium,large,1107,86603 Dexter Road,2164,NSW,9
1069.55,17704,12,02-04-2017,WeareA2B,Standard,medium,medium,1631,9179 Sunfield Terrace,4510,QLD,2
1103.43,17705,10,16-11-2017,WeareA2B,Touring,medium,medium,1172,20 Main Road,2230,NSW,9
198.29,17706,70,29-05-2017,Trek Bicycles,Standard,high,medium,2403,544 Northland Place,2190,NSW,10
471.6,17707,87,29-04-2017,Giant Bicycles,Standard,high,medium,3088,5 Lotheville Parkway,2760,NSW,8
450.77,17708,52,02-02-2017,OHM Cycles,Road,medium,medium,3136,73907 Fallview Point,2250,NSW,7
43.97,17709,50,17-01-2017,WeareA2B,Standard,medium,small,50,957 Veith Junction,2047,NSW,10
133.38,17710,49,16-09-2017,Trek Bicycles,Road,medium,medium,1933,7202 Prairieview Court,2221,NSW,11
574.62,17711,13,23-09-2017,Solex,Standard,medium,medium,2611,23426 Transport Center,2218,NSW,10
72.6,17712,90,04-06-2017,Norco Bicycles,Standard,low,medium,1114,184 Roth Pass,4211,QLD,7
133.38,17713,49,10-04-2017,Trek Bicycles,Road,medium,medium,677,5 Lyons Alley,2216,NSW,10
139.23,17714,80,05-04-2017,OHM Cycles,Touring,low,medium,3377,08 Arapahoe Alley,4213,QLD,9
690.49,17715,67,25-11-2017,Solex,Standard,medium,large,3211,68486 Anderson Alley,3083,VIC,8
574.62,17716,13,25-04-2017,Solex,Standard,medium,medium,1353,5298 Nevada Circle,3500,VIC,1
502.47,17717,43,18-11-2017,Solex,Standard,medium,medium,1664,9161 Macpherson Terrace,4680,QLD,2
1702.55,17718,3,25-07-2017,Trek Bicycles,Standard,medium,large,2723,8941 Harbort Point,2148,NSW,9
459.46,17719,82,28-08-2017,Norco Bicycles,Standard,high,medium,975,95 Old Gate Junction,2760,NSW,8
104.24,17720,0,05-05-2017,Solex,Road,medium,medium,3447,82591 Fallview Hill,3021,VIC,8
299.27,17721,30,24-07-2017,Solex,Standard,high,medium,1968,243 Raven Drive,4815,QLD,3
327.98,17722,49,27-12-2017,Solex,Standard,medium,large,820,58047 Westport Road,2040,NSW,12
64.51,17723,61,02-03-2017,Norco Bicycles,Standard,medium,small,3122,96073 Erie Place,2763,NSW,9
409.86,17724,62,29-06-2017,Solex,Standard,high,medium,2251,81 Forest Dale Center,3555,VIC,3
110.56,17725,86,12-08-2017,OHM Cycles,Standard,medium,medium,2607,76085 Eagan Crossing,3071,VIC,10
1055.82,17726,12,14-12-2017,Giant Bicycles,Standard,medium,large,1507,4 Maywood Court,2228,NSW,10
15.08,17727,0,07-08-2017,WeareA2B,Standard,medium,medium,1136,92 Melvin Hill,2147,NSW,9
903.11,17728,35,30-07-2017,Trek Bicycles,Standard,low,medium,1909,9 Shelley Center,2170,NSW,7
1279.4,17729,54,11-04-2017,WeareA2B,Standard,medium,medium,3191,1 Jenifer Court,4280,QLD,4
574.62,17730,13,08-09-2017,Solex,Standard,medium,medium,1273,7928 Mendota Circle,4503,QLD,2
957.02,17731,24,18-01-2017,Solex,Road,medium,large,3331,11 Hermina Junction,3219,VIC,3
25.09,17732,91,10-12-2017,Solex,Standard,medium,medium,3302,6406 Parkside Hill,2017,NSW,9
583.27,17733,40,20-04-2017,OHM Cycles,Standard,high,medium,2615,51313 Fulton Junction,2580,NSW,7
110.81,17734,27,06-11-2017,Trek Bicycles,Standard,medium,medium,2345,4 Huxley Alley,4070,QLD,8
509.97,17735,11,20-07-2017,Giant Bicycles,Standard,high,medium,868,519 Maywood Pass,2768,NSW,10
104.24,17736,41,24-03-2017,Solex,Road,medium,medium,1122,4079 Lindbergh Center,3021,VIC,8
1612.25,17737,10,02-04-2017,Solex,Standard,medium,medium,3013,399 Butterfield Crossing,4115,QLD,7
827.16,17738,74,02-05-2017,WeareA2B,Standard,medium,medium,252,8029 Gulseth Center,2304,NSW,7
834.94,17739,93,23-05-2017,WeareA2B,Standard,medium,medium,2425,16 Dwight Court,2154,NSW,10
709.34,17740,82,03-05-2017,Giant Bicycles,Road,medium,medium,2241,40062 Steensland Center,3977,VIC,6
903.11,17741,35,08-04-2017,Trek Bicycles,Standard,low,medium,2551,35 Shelley Court,3156,VIC,8
1230.3,17742,26,19-02-2017,WeareA2B,Standard,medium,medium,433,09 Graceland Junction,3204,VIC,2
459.46,17743,82,16-05-2017,Norco Bicycles,Standard,high,medium,733,98 Esker Junction,2192,NSW,10
872.89,17744,64,11-07-2017,Trek Bicycles,Standard,medium,large,3387,513 Hauk Street,2261,NSW,9
217.51,17745,60,11-12-2017,Giant Bicycles,Standard,high,small,2076,63832 Maple Wood Court,3172,VIC,9
91.15,17746,0,16-07-2017,OHM Cycles,Standard,high,medium,136,638 Thackeray Junction,4178,QLD,3
448.68,17747,1,12-08-2017,Giant Bicycles,Standard,medium,medium,3051,9357 Dennis Park,2010,NSW,11
737.17,17748,71,10-06-2017,Solex,Standard,high,large,830,43 Esker Pass,2228,NSW,8
43.97,17749,0,01-05-2017,WeareA2B,Standard,medium,small,228,92253 Kensington Drive,2209,NSW,7
45.96,17750,56,13-10-2017,OHM Cycles,Standard,medium,medium,953,97 Aberg Pass,4720,QLD,1
64.930000000,17751,66,30-03-2017,Giant Bicycles,Road,low,small,491,31 Twin Pines Trail,3775,VIC,10
437.46,17752,90,17-11-2017,Solex,Standard,low,medium,752,62215 Delaware Plaza,4118,QLD,3
128.46,17753,76,04-05-2017,WeareA2B,Standard,low,medium,2121,464 Bonner Place,3012,VIC,8
179.44,17754,62,17-09-2017,Solex,Standard,medium,medium,587,1192 Declaration Hill,3207,VIC,8
199.1,17755,42,24-12-2017,OHM Cycles,Road,medium,small,236,6 Morning Park,3666,VIC,2
1215.34,17756,46,31-08-2017,Solex,Standard,low,medium,1803,3 Delladonna Street,4799,QLD,3
104.24,17757,41,13-05-2017,Solex,Road,medium,medium,1996,6698 Melody Crossing,4556,QLD,8
437.46,17758,36,01-08-2017,Solex,Standard,low,medium,3144,7435 Monument Road,3807,VIC,9
437.46,17759,36,09-03-2017,Solex,Standard,low,medium,2654,30 Parkside Terrace,2210,NSW,10
817.36,17760,88,31-01-2017,Norco Bicycles,Standard,medium,medium,2566,54 Miller Parkway,3041,VIC,8
25.09,17761,0,24-06-2017,Solex,Standard,medium,medium,1817,5510 Pepper Wood Street,3429,VIC,6
25.09,17762,91,08-04-2017,Solex,Standard,medium,medium,2008,559 Blackbird Street,4580,QLD,2
1630.25,17763,92,06-01-2017,WeareA2B,Touring,medium,large,13,2 Sutherland Street,3799,VIC,6
133.38,17764,49,04-12-2017,Trek Bicycles,Road,medium,medium,1646,515 Monterey Terrace,2107,NSW,12
179.44,17765,0,08-03-2017,Solex,Standard,medium,medium,2888,5674 Superior Point,2528,NSW,7
57.73,17766,31,19-08-2017,Giant Bicycles,Standard,medium,medium,325,0 Coolidge Avenue,4122,QLD,8
693.76,17767,53,20-04-2017,OHM Cycles,Standard,medium,medium,2914,3 Barnett Way,2763,NSW,9
,17768,0,13-03-2017,,,,,168,16 Golf View Center,3020,VIC,6
189.28,17769,47,12-04-2017,Trek Bicycles,Road,low,small,3269,65973 Morrow Alley,2170,NSW,9
812.44,17770,74,18-01-2017,WeareA2B,Standard,medium,medium,2907,0 Lakeland Pass,3195,VIC,10
64.930000000,17771,66,26-08-2017,Giant Bicycles,Road,low,small,142,68063 Blue Bill Park Center,3058,VIC,9
4.8,17772,19,08-10-2017,OHM Cycles,Road,high,large,1047,6 Pawling Trail,2871,NSW,7
431.33,17773,32,11-12-2017,Giant Bicycles,Standard,medium,medium,3186,6 Michigan Park,3173,VIC,9
198.29,17774,70,06-02-2017,Trek Bicycles,Standard,high,medium,199,7451 Jana Lane,2138,NSW,8
17.87,17775,2,16-07-2017,Solex,Standard,medium,medium,1745,4216 Annamark Pass,4300,QLD,4
1612.25,17776,73,05-03-2017,Solex,Standard,medium,medium,401,5359 Alpine Hill,2579,NSW,5
104.24,17777,0,31-07-2017,Solex,Road,medium,medium,551,7901 Park Meadow Plaza,3076,VIC,7
104.24,17778,41,04-06-2017,Solex,Road,medium,medium,84,96061 Ludington Place,2086,NSW,11
1230.3,17779,26,18-05-2017,WeareA2B,Standard,medium,medium,2304,54 Annamark Place,2565,NSW,8
327.98,17780,59,23-03-2017,Solex,Standard,medium,large,2574,15952 Mockingbird Court,2470,NSW,3
693.76,17781,53,10-10-2017,OHM Cycles,Standard,medium,medium,1482,7231 Pepper Wood Point,2428,NSW,8
299.27,17782,30,26-02-2017,Solex,Standard,high,medium,1087,84741 Scoville Terrace,3029,VIC,5
745.94,17783,7,20-04-2017,Trek Bicycles,Road,low,medium,2200,3 Bashford Plaza,2267,NSW,5
14.23,17784,61,19-08-2017,OHM Cycles,Standard,low,medium,1673,1 Fallview Street,2155,NSW,10
144.26,17785,33,25-05-2017,Giant Bicycles,Standard,medium,small,981,36 Grayhawk Plaza,2031,NSW,9
17.87,17786,0,15-02-2017,Solex,Standard,medium,medium,1875,85549 Sheridan Parkway,4170,QLD,8
547.28,17787,85,14-12-2017,WeareA2B,Standard,medium,medium,2833,2038 Esker Road,2650,NSW,4
547.28,17788,85,31-01-2017,WeareA2B,Standard,medium,medium,2678,59 Hoepker Lane,3191,VIC,11
299.27,17789,6,09-09-2017,Solex,Standard,high,medium,342,72419 Eagan Road,2040,NSW,10
574.62,17790,13,28-05-2017,Solex,Standard,medium,medium,1049,79 Lighthouse Bay Lane,3082,VIC,8
143.82,17791,22,12-10-2017,Solex,Standard,medium,medium,1798,93 Lakeland Court,3810,VIC,6
1230.27,17792,39,16-07-2017,Giant Bicycles,Standard,medium,large,2346,03961 Sullivan Park,2114,NSW,12
737.57,17793,79,28-02-2017,Norco Bicycles,Standard,medium,medium,800,92344 Oakridge Drive,4873,QLD,4
114.93,17794,5,20-03-2017,Trek Bicycles,Mountain,low,medium,315,52 Corben Place,3197,VIC,10
872.89,17795,64,02-12-2017,Trek Bicycles,Standard,medium,large,1752,5 Huxley Point,2154,NSW,10
91.15,17796,6,11-11-2017,OHM Cycles,Standard,high,medium,2236,261 Mosinee Avenue,2335,NSW,5
17.87,17797,2,14-09-2017,Solex,Standard,medium,medium,2372,0 Gateway Road,3149,VIC,12
445.21,17798,77,09-07-2017,Norco Bicycles,Road,medium,large,3331,11 Hermina Junction,3219,VIC,3
812.44,17799,48,20-06-2017,WeareA2B,Standard,medium,medium,1473,25607 Summer Ridge Way,2448,NSW,5
110.56,17800,86,21-12-2017,OHM Cycles,Standard,medium,medium,309,37006 Hoard Circle,3182,VIC,7
198.22,17801,69,16-04-2017,Giant Bicycles,Road,medium,medium,219,05241 Shelley Park,2776,NSW,8
437.46,17802,36,03-11-2017,Solex,Standard,low,medium,532,39632 Michigan Park,4165,QLD,5
641.64,17803,94,22-05-2017,Giant Bicycles,Standard,medium,large,3185,71 Hayes Circle,2320,NSW,7
827.16,17804,74,28-02-2017,WeareA2B,Standard,medium,medium,421,690 Hanson Center,2330,NSW,3
1702.55,17805,3,26-03-2017,Trek Bicycles,Standard,medium,large,2139,27 Mayer Lane,3756,VIC,7
1702.55,17806,3,01-07-2017,Trek Bicycles,Standard,medium,large,3032,7 Lerdahl Court,4207,QLD,6
1103.43,17807,21,29-06-2017,WeareA2B,Touring,medium,medium,1908,5766 Pearson Court,2227,NSW,8
129.01,17808,96,10-04-2017,WeareA2B,Road,low,small,34,833 Luster Way,4005,QLD,8
690.49,17809,21,06-12-2017,Solex,Standard,medium,large,2280,054 Mesta Drive,3620,VIC,1
155.65,17810,92,07-05-2017,WeareA2B,Standard,medium,small,1845,4 Sunnyside Crossing,2125,NSW,12
110.81,17811,27,25-11-2017,Trek Bicycles,Standard,medium,medium,1835,891 Anderson Parkway,2009,NSW,10
1230.27,17812,89,28-05-2017,Giant Bicycles,Standard,medium,large,385,58211 Surrey Crossing,2170,NSW,9
155.65,17813,59,11-04-2017,WeareA2B,Standard,medium,small,1652,3 Fordem Park,4011,QLD,10
198.22,17814,69,16-05-2017,Giant Bicycles,Road,medium,medium,1054,10 Pennsylvania Hill,2118,NSW,11
827.16,17815,85,22-05-2017,WeareA2B,Standard,medium,medium,220,7 Pankratz Point,3011,VIC,8
179.44,17816,62,11-11-2017,Solex,Standard,medium,medium,3341,411 Anthes Circle,2030,NSW,12
737.17,17817,71,03-01-2017,Solex,Standard,high,large,207,2 Thierer Road,4113,QLD,8
133.78,17818,9,17-07-2017,Norco Bicycles,Standard,medium,small,197,8890 Golden Leaf Street,2063,NSW,12
75.75,17819,23,08-03-2017,Norco Bicycles,Mountain,low,small,219,05241 Shelley Park,2776,NSW,8
1230.27,17820,89,27-12-2017,Giant Bicycles,Standard,medium,large,3197,8 Havey Alley,2031,NSW,8
771.12,17821,58,08-09-2017,OHM Cycles,Standard,medium,medium,346,44621 Linden Drive,2155,NSW,10
356.5,17822,45,26-12-2017,Solex,Standard,medium,medium,3338,2 Homewood Center,2775,NSW,6
179.44,17823,0,25-07-2017,Solex,Standard,medium,medium,1480,4 Oriole Hill,2340,NSW,7
14.23,17824,61,05-05-2017,OHM Cycles,Standard,low,medium,402,586 Miller Parkway,2835,NSW,1
90.1,17825,0,10-08-2017,Norco Bicycles,Standard,medium,medium,714,51 Londonderry Trail,2153,NSW,10
1055.82,17826,78,25-12-2017,Giant Bicycles,Standard,medium,large,25,28 5th Center,4413,QLD,3
583.27,17827,40,15-08-2017,OHM Cycles,Standard,high,medium,151,34457 Springview Street,2759,NSW,9
1069.55,17828,34,30-05-2017,WeareA2B,Standard,medium,medium,2361,89 Pawling Court,4020,QLD,7
1069.55,17829,12,15-12-2017,WeareA2B,Standard,medium,medium,357,780 Carberry Place,3199,VIC,9
72.6,17830,90,25-04-2017,Norco Bicycles,Standard,low,medium,2230,581 Granby Parkway,3025,VIC,8
957.02,17831,52,08-03-2017,Solex,Road,medium,large,2080,8454 Pierstorff Way,2115,NSW,11
957.02,17832,24,19-03-2017,Solex,Road,medium,large,285,58 Parkside Hill,2117,NSW,12
1383.61,17833,63,13-06-2017,Solex,Standard,medium,medium,2565,4821 Schlimgen Avenue,2007,NSW,11
356.5,17834,45,07-04-2017,Solex,Standard,medium,medium,713,646 Mariners Cove Place,3023,VIC,6
64.51,17835,81,16-05-2017,Norco Bicycles,Standard,medium,small,1690,8 Northridge Drive,2072,NSW,10
502.47,17836,43,22-07-2017,Solex,Standard,medium,medium,814,8208 Lotheville Street,3805,VIC,8
547.28,17837,85,26-06-2017,WeareA2B,Standard,medium,medium,1326,38 Main Park,3188,VIC,8
57.73,17838,31,05-10-2017,Giant Bicycles,Standard,medium,medium,3362,2 Lillian Alley,4154,QLD,9
1630.25,17839,57,01-01-2017,WeareA2B,Touring,medium,large,642,831 Hayes Park,4218,QLD,8
75.48,17840,84,13-05-2017,Trek Bicycles,Road,medium,medium,1797,18083 Mallard Drive,3075,VIC,7
114.93,17841,5,27-04-2017,Trek Bicycles,Mountain,low,medium,3237,225 Dexter Crossing,2527,NSW,8
502.47,17842,81,07-02-2017,Solex,Standard,medium,medium,1678,9175 Ryan Street,2088,NSW,12
830.24,17843,100,15-11-2017,Norco Bicycles,Road,medium,medium,2949,321 Muir Crossing,3175,VIC,5
327.98,17844,49,03-04-2017,Solex,Standard,medium,large,792,4085 Jackson Hill,2830,NSW,7
693.76,17845,53,19-05-2017,OHM Cycles,Standard,medium,medium,3473,7279 Steensland Circle,3803,VIC,7
14.23,17846,61,12-02-2017,OHM Cycles,Standard,low,medium,1769,466 Westport Drive,2263,NSW,7
690.49,17847,21,07-06-2017,Solex,Standard,medium,large,127,0 Pearson Crossing,4405,QLD,1
90.1,17848,72,03-10-2017,Norco Bicycles,Standard,medium,medium,800,92344 Oakridge Drive,4873,QLD,4
583.27,17849,40,28-07-2017,OHM Cycles,Standard,high,medium,2890,63 Bayside Center,2018,NSW,11
737.17,17850,71,21-08-2017,Solex,Standard,high,large,1824,2364 Dovetail Way,3048,VIC,6
737.57,17851,79,12-07-2017,Norco Bicycles,Standard,medium,medium,709,4222 Porter Lane,3136,VIC,9
114.93,17852,5,23-04-2017,Trek Bicycles,Mountain,low,medium,934,4 Eastlawn Crossing,2036,NSW,12
217.51,17853,60,19-01-2017,Giant Bicycles,Standard,high,small,2686,16639 Bunting Circle,3174,VIC,8
459.46,17854,82,14-09-2017,Norco Bicycles,Standard,high,medium,1745,4216 Annamark Pass,4300,QLD,4
14.23,17855,0,26-06-2017,OHM Cycles,Standard,low,medium,907,8642 Forest Run Avenue,2026,NSW,9
812.44,17856,48,13-06-2017,WeareA2B,Standard,medium,medium,340,8 Grayhawk Circle,2089,NSW,10
143.36,17857,0,31-01-2017,Trek Bicycles,Standard,high,medium,1107,86603 Dexter Road,2164,NSW,9
872.89,17858,64,23-12-2017,Trek Bicycles,Standard,medium,large,768,06495 Swallow Terrace,2759,NSW,9
356.5,17859,45,23-02-2017,Solex,Standard,medium,medium,3052,75 Hansons Alley,2260,NSW,9
509.97,17860,11,26-07-2017,Giant Bicycles,Standard,high,medium,2615,51313 Fulton Junction,2580,NSW,7
1010.02,17861,75,17-09-2017,Giant Bicycles,Touring,medium,large,1535,2 Saint Paul Parkway,2040,NSW,12
64.51,17862,61,11-05-2017,Norco Bicycles,Standard,medium,small,3458,7 Center Circle,2096,NSW,9
641.64,17863,96,16-01-2017,Giant Bicycles,Standard,medium,large,1428,1231 Grim Road,2760,NSW,8
144.26,17864,33,18-08-2017,Giant Bicycles,Standard,medium,small,2094,09 Pierstorff Point,4514,QLD,6
745.94,17865,7,12-05-2017,Trek Bicycles,Road,low,medium,1631,9179 Sunfield Terrace,4510,QLD,2
143.36,17866,98,10-02-2017,Trek Bicycles,Standard,high,medium,3498,3 Nova Point,3012,VIC,4
641.64,17867,96,25-03-2017,Giant Bicycles,Standard,medium,large,2659,882 Mitchell Place,4151,QLD,4
1408.91,17868,83,18-06-2017,Solex,Touring,medium,large,1056,5811 Hanson Lane,2260,NSW,7
1230.27,17869,39,21-02-2017,Giant Bicycles,Standard,medium,large,3460,33 Almo Terrace,3051,VIC,10
